"alter";"geschlecht";"bundesland";"einkommen"
57;2;3;225
35;2;3;1400
42;1;3;1400
75;1;3;225
70;2;3;225
64;1;3;2450
57;2;3;225
65;2;3;600
33;1;3;1850
61;1;3;1850
49;2;3;800
76;1;3;1400
75;2;3;75
44;2;3;1200
36;1;3;1600
32;1;3;1850
23;2;3;1200
25;1;3;1600
58;1;3;3050
47;2;3;2450
31;2;3;1400
30;1;3;75
29;2;3;1400
29;1;3;800
70;1;3;600
69;2;3;400
48;1;3;1600
22;1;3;800
27;1;3;400
75;2;3;1000
44;1;3;1600
45;2;3;800
47;1;3;2450
41;2;3;1000
22;1;3;400
65;1;3;1850
51;1;3;1200
69;2;3;225
22;2;3;800
46;1;3;1400
32;1;3;1000
48;2;3;1850
39;1;3;1850
57;2;3;1400
77;1;3;1400
75;2;3;400
66;1;3;1400
66;2;3;800
74;2;3;1400
54;2;3;1200
45;1;3;1850
58;1;3;1600
51;2;3;1200
40;1;3;1600
32;1;3;1850
23;1;3;1000
23;2;3;1000
56;1;3;2450
54;2;3;1000
70;2;3;1400
43;1;3;1400
28;2;3;1400
36;1;3;1850
34;2;3;225
83;1;3;1600
62;1;3;1200
61;2;3;400
77;2;3;1200
41;2;3;3400
58;1;3;225
60;2;3;1400
68;2;3;1200
42;1;3;2150
84;1;3;1200
37;1;3;2450
37;2;3;400
54;2;3;800
63;2;3;2450
73;2;3;400
67;1;3;1200
33;2;3;1850
22;1;3;1200
21;2;3;600
17;2;3;400
44;1;3;2150
40;1;3;1400
21;1;3;1000
19;1;3;400
26;1;3;600
27;2;3;600
20;1;3;600
30;1;3;1200
66;1;3;1850
65;2;3;400
82;2;3;400
41;1;3;1850
38;2;3;1200
65;2;3;400
80;1;3;1400
80;2;3;600
92;2;3;600
73;1;3;2150
66;2;3;1400
57;1;3;2450
43;2;3;400
68;1;3;1000
53;2;3;1200
61;1;3;1200
90;2;3;1850
35;1;3;1850
65;1;3;225
59;2;3;225
43;1;3;1400
37;2;3;1000
53;2;3;1200
50;1;3;2150
80;2;3;1400
42;1;3;14000
40;2;3;400
25;1;3;800
43;1;3;1000
76;1;3;1400
73;2;3;225
38;1;3;2150
37;2;3;1400
63;2;3;1200
65;1;3;1850
53;2;3;600
52;1;3;1200
53;2;3;1200
31;1;3;1400
30;2;3;225
14;2;3;75
5;1;3;75
0;2;3;75
55;2;3;225
52;1;3;600
29;1;3;1000
28;2;3;1000
64;1;3;2150
73;2;3;4250
33;1;3;1850
57;2;3;1200
21;2;3;600
80;2;3;1000
59;1;3;14000
19;1;3;225
57;1;3;1000
59;2;3;1000
23;2;3;600
47;2;3;800
81;1;3;1000
79;2;3;400
31;1;3;1000
73;2;3;600
56;1;3;2450
63;2;3;1000
33;1;3;4750
29;2;3;1000
48;1;3;1000
76;2;3;1400
77;1;3;1000
66;2;3;75
61;2;3;1000
39;1;3;1600
29;2;3;1600
57;1;3;2150
29;2;3;1000
27;1;3;1200
65;1;3;1200
49;2;3;1000
36;1;3;1850
35;2;3;400
50;1;3;800
52;2;3;1000
24;1;3;1200
44;1;3;1400
63;1;3;1400
65;2;3;1000
46;1;3;5350
36;2;3;1000
62;2;3;600
56;1;3;1850
61;2;3;1000
37;2;3;1600
62;1;3;2750
58;2;3;800
81;2;3;1200
34;2;3;1000
34;1;3;1600
33;2;3;1000
61;1;3;2150
84;1;3;1600
77;2;3;600
43;1;3;1400
20;2;3;400
66;1;3;1400
42;1;3;1850
46;2;3;1400
18;2;3;400
18;1;3;400
68;1;3;2750
64;1;3;14000
65;2;3;8750
77;1;3;1200
71;2;3;400
33;1;3;2450
33;2;3;800
77;2;3;800
31;1;3;1000
75;1;3;800
77;2;3;800
43;2;3;1000
83;1;3;800
46;1;3;2150
43;2;3;600
17;1;3;225
74;1;3;4750
59;1;3;2750
39;2;3;400
37;1;3;3800
49;1;3;1400
48;2;3;1600
51;2;3;800
68;1;3;800
70;2;3;75
77;2;3;1000
31;1;3;1850
31;2;3;600
24;2;3;1000
25;1;3;600
44;1;3;2750
12;2;3;225
64;1;3;1000
62;1;3;8750
44;1;3;1000
38;2;3;225
57;1;3;1600
55;2;3;600
47;1;3;3400
47;2;3;225
50;2;3;1400
88;1;3;2150
55;1;3;2150
59;1;3;1200
71;1;3;800
42;1;3;1400
40;2;3;1400
56;2;3;1400
40;1;3;1600
36;2;3;400
38;1;3;1600
35;2;3;1600
62;1;3;1000
63;2;3;600
31;1;3;800
42;1;3;1850
38;2;3;1850
55;2;3;1200
62;1;3;1200
21;2;3;600
65;2;3;1400
30;1;3;1400
31;1;3;1600
28;2;3;1200
50;2;3;2150
66;1;3;1400
28;2;3;1400
26;1;3;225
27;1;3;1400
94;1;3;2450
38;1;3;2450
39;2;3;1000
41;1;3;1600
44;2;3;1400
40;1;3;3400
40;2;3;600
50;1;3;1600
32;1;3;1200
24;2;3;1000
35;1;3;1200
38;1;3;1850
33;2;3;800
19;1;3;600
19;2;3;400
0;2;3;75
31;2;3;1850
49;1;3;2150
43;2;3;1600
26;1;3;1850
34;1;3;2450
32;2;3;800
32;1;3;2150
32;2;3;2150
66;1;3;1000
31;1;3;2450
29;2;3;1000
50;2;3;1000
71;1;3;1600
63;2;3;1000
69;2;3;1000
35;2;3;800
26;1;3;600
71;1;3;3050
37;1;3;800
35;2;3;800
34;2;3;1400
34;1;3;1600
29;2;3;225
54;1;3;600
68;1;3;1600
61;1;3;2150
23;2;3;1200
33;1;3;1400
72;2;3;1600
22;2;3;75
25;2;3;1400
26;1;3;1600
29;1;3;1600
24;2;3;400
66;2;3;1200
67;1;3;2450
64;2;3;800
62;1;3;1000
57;2;3;1600
67;2;3;400
55;1;3;2450
29;2;3;1600
54;2;3;800
57;1;3;2150
58;2;3;400
43;1;3;1850
53;1;3;1000
47;2;3;1000
22;2;3;600
63;2;3;225
60;1;3;2450
95;2;3;1400
29;1;3;1600
77;2;3;1000
49;1;3;2150
82;2;3;1600
77;2;3;1000
57;2;3;1000
81;2;3;1400
77;1;3;2750
72;2;3;1400
73;1;3;1400
72;2;3;600
66;1;3;1850
66;2;3;1000
93;2;3;1600
91;2;3;1000
61;1;3;1200
59;2;3;225
30;1;3;1200
27;2;3;1200
74;2;3;1000
43;1;3;1200
55;2;3;1000
29;1;3;1400
23;1;3;1400
26;1;3;1400
44;1;3;1000
50;2;3;800
68;1;3;1600
65;2;3;600
44;1;3;400
34;1;3;1200
31;2;3;1200
64;1;3;1000
57;2;3;1200
31;1;3;1600
43;1;3;1850
65;1;3;4750
45;1;3;1200
40;1;3;3050
40;2;3;1000
41;2;3;1200
82;2;3;1200
33;1;3;1400
23;2;3;1000
66;1;3;1000
64;2;3;600
33;1;3;2150
55;1;3;1850
47;2;3;400
22;1;3;1200
46;1;3;2150
44;2;3;600
19;1;3;400
72;2;3;1850
43;1;3;1850
53;1;3;600
58;2;3;600
72;1;3;3800
67;2;3;400
74;2;3;1600
68;2;3;1200
43;2;3;1200
47;1;3;2150
46;2;3;1200
57;1;3;75
71;1;3;1400
62;1;3;4250
65;2;3;3050
44;1;3;2150
37;2;3;600
80;2;3;800
51;2;3;3050
60;1;3;600
61;1;3;1200
32;1;3;800
48;1;3;2150
45;2;3;400
19;2;3;1000
17;2;3;400
24;2;3;1000
35;1;3;800
39;2;3;400
71;1;3;1000
65;2;3;400
57;1;3;1000
38;1;3;400
49;1;3;225
55;1;3;1600
52;2;3;75
61;1;3;1400
53;1;3;1600
49;2;3;1400
28;1;3;1200
18;1;3;400
81;2;3;600
21;1;3;600
40;2;3;1400
47;1;3;1200
65;2;3;1000
28;1;3;1400
35;1;3;1400
46;2;3;1400
30;1;3;1850
26;2;3;1850
77;1;3;600
52;1;3;2450
39;1;3;1200
38;2;3;2150
15;2;3;225
11;2;3;225
7;2;3;225
6;1;3;600
3;1;3;600
22;1;3;1000
22;2;3;800
42;1;3;2150
34;1;3;1400
64;1;3;1000
65;2;3;1000
37;2;3;1600
63;1;3;2450
59;1;3;4250
43;2;3;1200
73;2;3;1600
57;1;3;2150
45;2;3;225
65;1;3;1850
59;2;3;225
80;1;3;1000
79;2;3;800
42;2;3;1200
59;1;3;1400
55;2;3;800
44;1;3;600
45;1;3;1400
21;1;3;400
44;1;3;600
73;1;3;2150
79;2;3;400
87;1;3;1600
58;2;3;1200
68;1;3;2150
54;1;3;3050
54;2;3;225
60;1;3;1400
59;2;3;1000
35;1;3;800
50;2;3;1000
42;1;3;1400
78;2;3;1000
67;2;3;800
38;1;3;1200
44;1;3;1400
51;1;3;1400
19;1;3;400
43;1;3;1400
42;2;3;400
21;2;3;600
19;1;3;600
16;1;3;400
73;1;3;600
73;2;3;225
67;1;3;600
78;1;3;2150
50;1;3;600
49;2;3;1200
58;1;3;1600
33;1;3;1850
32;2;3;400
12;1;3;225
10;2;3;225
9;1;3;225
91;2;3;1000
20;2;3;400
72;2;3;800
25;1;3;1400
24;2;3;400
47;1;3;1600
41;2;3;400
20;2;3;400
58;1;3;1850
67;1;3;1850
63;2;3;225
34;1;3;400
40;1;3;600
74;1;3;1400
75;2;3;400
48;2;3;800
48;1;3;1600
61;2;3;800
36;1;3;600
55;1;3;2150
43;2;3;800
49;1;3;2450
48;2;3;1400
70;2;3;1000
77;1;3;3400
76;2;3;225
36;1;3;1200
31;2;3;225
73;2;3;800
34;1;3;3800
33;2;3;400
54;1;3;5750
51;2;3;1400
67;1;3;1200
68;2;3;400
59;1;3;1850
21;1;3;400
74;1;3;1000
67;2;3;75
25;1;3;1200
21;2;3;400
65;1;3;1400
70;2;3;600
68;1;3;1400
80;1;3;1200
87;2;3;400
30;1;3;2150
54;1;3;8750
49;2;3;400
40;1;3;2450
42;2;3;1400
21;1;3;2150
51;1;3;1850
45;1;3;2450
42;2;3;1850
24;1;3;1200
38;1;3;3050
36;2;3;600
53;1;3;1400
38;2;3;800
7;1;3;225
26;1;3;1200
26;2;3;1600
44;1;3;2150
39;2;3;225
81;2;3;400
37;1;3;800
31;2;3;800
26;1;3;2450
86;2;3;800
58;1;3;1850
44;1;3;2150
41;2;3;800
42;1;3;2450
40;2;3;3400
46;2;3;1400
31;1;3;1400
22;1;3;400
20;1;3;400
68;1;3;1600
65;2;3;225
31;2;3;1200
71;1;3;1400
67;2;3;400
56;1;3;1000
34;1;3;1850
80;1;3;2150
73;2;3;400
40;1;3;2750
39;2;3;225
67;2;3;800
80;2;3;1000
58;1;3;600
52;2;3;1200
58;1;3;5750
88;2;3;800
30;2;3;1000
52;1;3;1200
26;2;3;1200
34;2;3;800
50;1;3;75
41;2;3;3050
66;1;3;2750
67;2;3;1200
62;1;3;800
61;2;3;1400
42;1;3;1850
48;1;3;4750
46;2;3;400
40;1;3;3400
39;1;3;1400
36;2;3;1000
52;1;3;1850
30;1;3;1000
23;2;3;600
79;2;3;1200
24;2;3;1000
25;1;3;1200
56;1;3;3800
52;2;3;3400
48;1;3;3400
48;2;3;400
40;1;3;3050
27;1;3;1200
27;2;3;400
31;2;3;800
38;1;3;1400
42;2;3;1000
43;2;3;1200
64;1;3;1000
70;2;3;800
88;1;3;2450
67;1;3;800
47;1;3;1600
42;2;3;600
39;1;3;3400
36;2;3;800
82;2;3;1000
45;1;3;2450
34;1;3;3800
34;2;3;2150
35;2;3;1850
61;1;3;1000
28;2;3;1200
46;1;3;2750
48;1;3;1000
39;2;3;1600
35;1;3;2150
34;2;3;600
39;1;3;5350
34;2;3;1000
30;2;3;1000
33;1;3;1850
35;1;3;2450
3;2;3;400
35;1;3;1600
27;2;3;1200
23;1;3;1400
43;1;3;2150
65;1;3;800
66;2;3;75
31;2;3;1200
42;1;3;1600
21;2;3;1400
18;1;3;400
65;1;3;1200
58;1;3;400
64;2;3;400
65;1;3;400
35;1;3;1200
42;1;3;600
67;2;3;225
77;1;3;800
79;2;3;600
61;2;3;800
48;1;3;2450
68;2;3;1000
83;1;3;1000
80;2;3;75
33;1;3;1000
29;2;3;1200
67;1;3;1000
63;2;3;400
33;1;3;1000
28;2;3;400
33;1;3;1200
43;1;3;3050
53;1;3;1200
60;2;3;225
53;1;3;1000
63;2;3;600
82;2;3;1200
67;2;3;800
38;1;3;1850
72;1;3;1000
25;1;3;1600
24;2;3;1000
44;1;3;1000
25;1;3;1200
46;1;3;1600
37;2;3;1000
49;1;3;1200
49;2;3;800
23;1;3;600
21;1;3;2750
81;2;3;600
70;1;3;1600
72;2;3;3400
72;1;3;1000
48;1;3;1400
45;2;3;1200
74;2;3;800
42;2;3;1000
21;2;3;225
43;1;3;1600
41;2;3;600
22;2;3;600
65;1;3;1200
40;2;3;1000
19;1;3;800
17;2;3;225
64;2;3;800
35;1;3;1850
28;2;3;1200
44;1;3;2150
42;2;3;400
46;1;3;2450
63;2;3;400
65;1;3;600
71;1;3;400
69;2;3;400
64;1;3;1200
59;2;3;1850
25;2;3;800
26;1;3;225
72;1;3;1200
71;2;3;225
47;1;3;1400
24;1;3;1200
42;1;3;1850
48;2;3;600
69;2;3;1000
68;1;3;1000
68;2;3;75
47;2;3;2450
61;1;3;600
54;2;3;1000
79;2;3;800
79;1;3;1850
82;2;3;600
31;1;3;1600
71;1;3;1200
67;2;3;800
38;2;3;1400
66;2;3;400
66;2;3;400
20;1;3;75
36;2;3;400
66;2;3;600
32;1;3;1600
35;2;3;600
31;1;3;800
55;1;3;1200
59;2;3;600
60;2;3;1000
79;1;3;1400
56;1;3;1600
53;2;3;2450
73;2;3;600
73;1;3;1000
70;2;3;1000
65;2;3;600
62;1;3;1000
63;2;3;600
32;2;3;225
78;2;3;800
68;1;3;1200
66;2;3;225
33;1;3;1200
69;1;3;1000
69;1;3;1600
66;2;3;1200
39;1;3;1200
20;2;3;1000
68;1;3;400
67;2;3;400
36;1;3;1850
52;1;3;1000
52;2;3;600
28;1;3;1400
48;1;3;1200
78;2;3;600
23;2;3;600
21;1;3;400
36;2;3;800
45;1;3;1600
45;2;3;400
21;1;3;75
34;1;3;225
46;1;3;1400
60;1;3;2150
31;1;3;1200
31;1;3;1400
23;2;3;1000
29;1;3;800
48;1;3;1850
44;2;3;1200
47;1;3;1400
52;2;3;1200
46;2;3;3050
67;2;3;800
59;1;3;2150
61;2;3;1000
57;1;3;2150
57;2;3;400
76;2;3;800
42;2;3;2150
19;1;3;1000
18;2;3;400
31;1;3;800
31;2;3;3400
29;1;3;1400
33;1;3;600
66;1;3;1850
63;2;3;1000
40;1;3;2150
39;2;3;400
64;2;3;800
56;1;3;14000
54;2;3;600
67;1;3;1200
33;1;3;1400
58;2;3;600
20;2;3;225
19;1;3;600
62;1;3;1400
68;2;3;800
29;1;3;75
75;2;3;1850
78;2;3;600
59;1;3;2150
63;2;3;225
80;2;3;800
54;1;3;3050
52;2;3;800
25;1;3;2150
23;1;3;2150
59;1;3;1000
72;1;3;1200
28;1;3;800
53;1;3;1600
24;2;3;1000
61;1;3;1000
62;2;3;1400
50;1;3;1850
55;1;3;1600
54;2;3;800
35;1;3;1600
37;2;3;400
50;1;3;1600
45;2;3;600
20;1;3;400
42;1;3;1000
19;2;3;400
44;2;3;1600
72;1;3;1400
64;2;3;400
65;2;3;1000
40;2;3;75
34;1;3;1600
10;1;3;225
60;1;3;3050
46;2;3;225
21;2;3;225
19;2;3;225
18;1;3;400
17;1;3;225
34;2;3;1400
76;1;3;400
72;2;3;400
82;1;3;1000
80;2;3;225
86;2;3;600
36;1;3;3400
46;1;3;1600
43;2;3;1600
61;1;3;1850
39;1;3;1200
35;1;3;1600
29;2;3;600
80;1;3;1850
72;2;3;1200
20;1;3;400
50;2;3;1200
53;1;3;1000
52;2;3;600
68;1;3;1600
65;2;3;600
46;1;3;1200
71;2;3;600
67;1;3;4250
65;2;3;225
63;1;3;3400
69;2;3;400
33;2;3;400
26;1;3;1000
49;1;3;3400
49;2;3;225
46;2;3;1600
17;2;3;400
45;1;3;1600
44;2;3;800
22;1;3;400
77;1;3;1000
71;2;3;225
55;1;3;14000
41;1;3;2450
71;2;3;600
24;1;3;400
22;2;3;400
26;2;3;225
25;2;3;1000
57;1;3;3050
53;2;3;1000
77;1;3;800
74;2;3;400
70;2;3;400
39;1;3;1850
34;2;3;225
77;1;3;3800
67;2;3;75
51;1;3;1600
71;1;3;3050
68;2;3;225
73;2;3;600
61;1;3;1400
63;2;3;800
57;1;3;2450
59;2;3;225
76;2;3;800
52;1;3;2150
50;2;3;600
24;1;3;1850
21;2;3;1000
35;1;3;2150
80;2;3;400
44;1;3;800
41;2;3;225
26;1;3;1200
27;2;3;400
77;1;3;1200
73;2;3;75
83;2;3;1000
54;1;3;2450
55;2;3;400
40;1;3;2150
25;2;3;1200
49;1;3;2450
56;2;3;800
62;1;3;800
68;2;3;800
81;1;3;1400
79;2;3;400
77;1;3;1200
73;2;3;225
80;1;3;1000
80;2;3;800
64;1;3;3050
44;1;3;600
46;2;3;800
70;1;3;1000
30;1;3;1000
44;1;3;600
31;2;3;600
40;2;3;1600
38;1;3;1850
37;2;3;225
52;1;3;1400
88;1;3;1850
84;2;3;225
55;2;3;1400
64;1;3;1400
60;2;3;600
45;2;3;2150
22;1;3;600
73;2;3;800
63;1;3;800
51;2;3;1600
35;1;3;1850
26;2;3;1400
78;2;3;600
63;1;3;225
47;1;3;1200
44;2;3;225
21;1;3;400
63;1;3;800
73;2;3;225
71;1;3;1200
70;2;3;225
39;1;3;1850
41;2;3;400
26;2;3;1000
39;1;3;1400
34;1;3;1600
28;1;3;1600
63;1;3;1000
61;2;3;1400
66;1;3;1850
78;1;3;600
59;1;3;1000
53;2;3;600
34;1;3;2450
62;2;3;2450
60;1;3;1200
58;2;3;800
60;1;3;1000
58;2;3;400
37;1;3;1400
34;1;3;600
48;2;3;1200
47;1;3;1850
42;2;3;1200
17;1;3;225
79;2;3;1200
64;1;3;2150
60;2;3;400
68;2;3;1850
49;1;3;1600
42;2;3;2150
45;1;3;3400
44;2;3;400
24;2;3;1400
20;1;3;225
19;2;3;400
35;1;3;2450
35;2;3;400
69;2;3;1000
42;1;3;600
94;1;3;1000
40;1;3;2150
42;2;3;600
66;2;3;1600
32;1;3;1850
27;1;3;1850
29;1;3;1200
27;2;3;400
45;1;3;600
58;1;3;3800
72;2;3;800
43;1;3;2150
40;1;3;1200
40;1;3;1600
60;1;3;2150
45;1;3;400
77;1;3;3050
77;2;3;225
45;1;3;1850
46;2;3;1000
15;2;3;75
25;2;3;1200
40;1;3;1850
36;2;3;75
21;1;3;1000
65;2;3;1200
67;1;3;2450
51;1;3;4750
47;2;3;800
19;2;3;400
47;1;3;1850
45;2;3;400
62;1;3;1000
60;2;3;1200
41;2;3;1600
10;1;3;75
73;2;3;1600
37;1;3;2150
37;1;3;1400
36;2;3;400
45;1;3;2750
43;2;3;225
76;2;3;1400
71;1;3;2450
71;2;3;400
42;1;3;2450
44;2;3;400
59;1;3;1400
55;2;3;800
46;1;3;1850
36;2;3;600
39;1;3;2450
26;2;3;600
35;2;3;1200
39;1;3;2150
26;2;3;1000
45;1;3;2450
16;2;3;400
31;2;3;1400
27;1;3;1850
26;2;3;225
36;1;3;1600
23;2;3;1000
23;1;3;1400
58;2;3;1000
59;1;3;1200
39;1;3;1850
39;2;3;1000
38;1;3;1400
53;1;3;2750
30;2;3;1400
22;1;3;1200
21;2;3;600
51;1;3;1600
34;1;3;1400
40;1;3;3050
45;1;3;2150
42;2;3;400
24;1;3;1000
21;1;3;3400
63;2;3;600
81;1;3;800
83;2;3;75
29;1;3;1600
29;2;3;1200
87;2;3;1850
91;1;3;400
78;2;3;225
47;1;3;1850
45;2;3;2450
53;1;3;2150
71;2;3;800
29;2;3;1400
69;1;3;1600
66;2;3;600
51;1;3;1200
50;2;3;1850
31;1;3;1600
38;1;3;2150
34;2;3;400
53;1;3;1000
52;2;3;225
41;1;3;2450
40;2;3;400
28;1;3;1850
25;2;3;400
28;1;3;1600
51;1;3;1600
54;2;3;800
20;1;3;225
44;1;3;4750
42;2;3;225
38;1;3;1200
40;2;3;1200
21;1;3;1000
80;2;3;600
29;1;3;1400
22;2;3;800
64;1;4;225
52;2;4;225
47;2;4;600
76;1;4;1850
79;1;4;2450
43;1;4;2150
88;2;4;800
54;2;4;3800
18;1;4;400
53;2;4;2450
71;1;4;2750
51;1;4;1600
46;2;4;1200
16;1;4;75
79;2;4;1850
68;1;4;1850
66;2;4;225
47;2;4;1400
34;1;4;1200
37;2;4;2450
72;1;4;1400
67;2;4;1000
29;1;4;1000
26;1;4;1600
27;2;4;225
62;2;4;225
70;1;4;1200
50;1;4;1850
25;1;4;800
23;2;4;800
20;2;4;225
74;1;4;800
79;2;4;1200
74;1;4;1400
70;2;4;800
76;2;4;1850
37;1;4;3050
31;2;4;75
26;2;4;400
55;1;4;1850
51;2;4;1400
21;2;4;400
52;1;4;3400
52;2;4;2150
34;1;4;1000
44;2;4;1200
44;1;4;6750
61;2;4;600
43;1;4;1600
40;2;4;800
35;1;4;600
79;1;4;1400
75;2;4;75
72;2;4;1000
77;1;4;1850
42;1;4;1200
36;2;4;800
53;2;4;225
55;1;4;2450
44;1;4;2150
42;2;4;1200
74;1;4;600
66;1;4;1200
67;2;4;600
25;1;4;1200
58;1;4;1000
67;1;4;1200
55;2;4;1200
55;2;4;1200
70;1;4;1000
69;2;4;400
52;1;4;1850
30;2;4;1000
41;2;4;2150
66;1;4;1000
44;2;4;800
22;1;4;75
69;1;4;800
66;2;4;400
44;2;4;1600
45;1;4;2750
43;2;4;400
42;2;4;1000
29;2;4;1000
40;2;4;1400
41;1;4;1400
37;1;4;1850
38;2;4;75
13;2;4;75
5;1;4;75
50;1;4;1400
49;1;4;3050
48;2;4;1000
50;1;4;800
55;2;4;1200
59;1;4;1400
38;1;4;800
74;1;4;1600
71;2;4;1000
62;1;4;1000
62;2;4;225
43;1;4;800
48;2;4;400
52;1;4;1000
25;1;4;400
63;2;4;800
18;1;4;225
19;2;4;600
28;1;4;1000
23;2;4;600
27;1;4;1000
24;1;4;600
22;2;4;600
29;2;4;600
32;1;4;600
59;1;4;1000
52;2;4;1600
26;1;4;1400
48;1;4;1850
24;1;4;800
29;2;4;1200
30;1;4;2150
58;1;4;5350
45;2;4;1400
66;1;4;400
65;2;4;225
36;1;4;2150
60;2;4;3400
76;1;4;1600
77;2;4;75
28;2;4;1000
58;1;4;2450
25;1;4;600
32;1;4;1400
24;1;4;600
26;1;4;1200
50;1;4;1850
64;1;4;800
24;1;4;400
20;2;4;400
84;2;4;800
29;1;4;400
25;1;4;400
50;2;4;800
70;1;4;1400
73;2;4;600
39;1;4;1400
39;2;4;225
79;2;4;1000
65;1;4;1850
65;2;4;75
56;1;4;1600
50;2;4;1600
23;2;4;1600
46;2;4;800
70;2;4;1200
37;2;5;225
39;1;5;1600
48;2;5;1000
51;1;5;2450
62;1;5;1200
62;2;5;1200
48;1;5;800
78;2;5;400
78;1;5;600
21;1;5;600
47;2;5;1000
52;1;5;2150
24;1;5;1600
52;2;5;225
55;1;5;600
8;2;5;225
40;2;5;600
4;1;5;75
70;2;5;800
41;1;5;800
95;2;5;1850
62;2;5;1200
63;1;5;1850
22;1;5;1000
41;1;5;4750
36;1;5;1850
48;1;5;1850
29;2;5;800
30;1;5;1600
53;2;5;1850
61;1;5;4250
35;1;5;1400
31;2;5;400
63;1;5;1000
84;2;5;1000
72;2;5;225
74;1;5;1400
68;2;5;1000
65;2;5;1400
69;2;5;1400
72;2;5;1000
64;1;5;1200
34;1;5;1850
80;2;5;1000
23;1;5;600
29;2;5;400
36;1;5;400
35;1;5;400
56;2;5;600
59;1;5;1200
43;1;5;1850
30;1;5;1400
78;2;5;75
71;1;5;1000
72;2;5;1400
63;1;5;800
33;2;5;1200
36;1;5;1400
62;2;5;800
39;1;5;1600
51;2;5;600
51;1;5;1850
27;1;5;2450
33;2;5;1850
45;1;5;3400
38;2;5;2750
38;1;5;400
51;2;5;400
55;1;5;1000
88;2;5;1000
89;2;5;2450
35;2;5;600
63;2;5;800
59;1;5;1850
34;1;5;1400
33;2;5;1400
35;1;5;2450
50;2;5;800
55;2;5;800
62;1;5;1200
32;1;5;2150
29;1;5;1400
67;2;5;225
70;1;5;1400
37;2;5;225
39;1;5;1000
17;1;5;225
38;2;5;1400
47;1;5;1400
46;2;5;1400
38;2;5;400
34;1;5;1600
18;1;5;225
53;2;5;75
16;1;5;75
49;1;5;75
18;1;5;225
27;2;5;1200
74;1;5;1000
76;2;5;800
82;2;5;600
63;1;5;1400
64;2;5;600
37;2;5;1850
43;1;5;1850
38;1;5;1200
53;1;5;1200
33;2;5;600
35;1;5;2150
66;2;5;1600
66;1;5;2150
27;1;5;1850
33;2;5;1600
59;2;5;75
60;1;5;4250
40;1;5;1200
35;2;5;1400
53;2;5;1600
71;2;5;75
76;1;5;1850
45;1;5;600
35;1;5;1600
80;2;5;400
29;2;5;1850
46;2;5;400
49;1;5;2750
25;1;5;1850
61;1;5;1200
22;1;5;600
52;1;5;2450
52;2;5;600
24;2;5;75
75;2;5;600
73;1;5;1850
81;2;5;800
63;1;5;2750
78;2;5;1000
38;2;5;225
38;1;5;1850
19;1;5;600
21;1;5;1200
36;2;5;1400
39;1;5;1850
31;2;5;600
36;1;5;1850
75;2;5;1000
30;2;5;400
52;1;5;3800
53;2;5;3050
69;2;5;400
82;1;5;1200
73;2;5;1200
36;2;5;1850
40;1;5;1850
66;2;5;75
67;1;5;2450
51;1;5;2450
67;1;5;1850
47;2;5;2150
55;2;5;1850
42;2;5;1850
41;2;5;1850
84;2;5;1600
74;1;5;1000
50;1;5;1400
76;2;5;1000
33;1;5;1200
70;2;5;400
61;1;5;1200
35;2;5;1600
71;2;5;600
27;2;5;225
31;1;5;2150
51;2;5;1600
52;1;5;2450
46;2;5;1400
64;2;5;75
66;1;5;1850
52;2;5;2750
69;1;5;1000
88;2;5;800
33;2;5;800
44;1;5;1400
68;1;5;1600
60;2;5;600
58;1;5;4250
64;2;5;1400
45;2;5;1400
49;1;5;8750
77;2;5;2450
86;2;5;1000
33;2;5;2150
22;1;5;1200
34;1;5;2150
41;1;5;1850
65;1;5;1000
54;2;5;600
40;1;5;2450
31;2;5;1200
37;1;5;1400
19;2;5;400
13;2;5;225
42;2;5;600
13;1;5;225
41;2;5;1400
54;1;5;1400
42;2;5;1400
42;1;5;1600
63;1;5;600
59;2;5;225
67;1;5;1200
71;1;5;1200
23;2;5;225
42;1;5;1600
24;2;5;800
54;1;5;800
33;2;5;1400
42;2;5;1200
43;1;5;1850
53;1;5;3050
26;1;5;1600
84;2;5;1000
55;2;5;225
57;1;5;2750
30;2;5;3800
45;2;5;1000
48;1;5;4250
20;1;5;400
46;2;5;1200
17;1;5;400
49;2;5;800
52;1;5;1200
72;2;5;1000
62;2;5;400
68;1;5;1600
52;2;5;1000
45;2;5;1000
63;2;5;800
81;1;5;1000
67;2;5;1000
66;1;5;1600
38;2;5;1850
42;1;5;3800
57;2;5;225
62;1;5;600
16;1;5;225
36;2;5;1200
44;1;5;1850
38;2;5;400
43;1;5;1850
37;2;5;400
32;1;5;1400
72;2;5;600
73;1;5;600
31;2;5;1200
30;1;5;2150
40;2;5;400
39;1;5;1850
77;2;5;2450
73;2;5;75
76;1;5;1400
48;2;5;400
50;1;5;5750
45;2;5;1850
51;1;5;1850
50;1;5;600
26;1;5;600
31;2;5;800
31;1;5;1850
68;1;5;225
29;1;5;225
43;1;5;600
52;1;5;1850
64;2;5;1200
61;1;5;2150
91;2;5;600
38;2;5;600
40;1;5;1850
73;2;5;800
75;1;5;800
49;2;5;1850
43;1;5;1850
60;2;5;600
60;1;5;1000
30;1;5;1200
65;2;5;75
63;1;5;1400
61;1;5;1000
34;2;5;1000
54;2;5;800
53;1;5;3050
32;1;5;1850
69;2;5;75
70;1;5;1000
37;1;5;1000
21;1;5;1000
62;1;5;400
53;2;5;600
